order,family,scientific,en,zh-hans,zh-hant,ja
PASSERIFORMES,Vireonidae,Vireo griseus,White-eyed Vireo,白眼莺雀,白眼綠鵙,メジロモズモドキ
PASSERIFORMES,Vireonidae,Vireo crassirostris,Thick-billed Vireo,厚嘴莺雀,厚嘴綠鵙,ハシブトモズモドキ
PASSERIFORMES,Vireonidae,Vireo modestus,Jamaican Vireo,牙买加莺雀,牙買加綠鵙,ジャマイカモズモドキ
PASSERIFORMES,Vireonidae,Vireo gundlachii,Cuban Vireo,古巴莺雀,古巴綠鵙,キューバモズモドキ
PASSERIFORMES,Vireonidae,Vireo bellii,Bell's Vireo,贝氏莺雀,貝爾氏綠鵙,ベルモズモドキ
PASSERIFORMES,Vireonidae,Vireo latimeri,Puerto Rican Vireo,波多黎各莺雀,波多黎各綠鵙,プエルトリコモズモドキ
PASSERIFORMES,Vireonidae,Vireo atricapilla,Black-capped Vireo,黑顶莺雀,黑頂綠鵙,ズグロモズモドキ
PASSERIFORMES,Vireonidae,Vireo nelsoni,Dwarf Vireo,侏莺雀,侏綠鵙,チビモズモドキ
PASSERIFORMES,Vireonidae,Vireo brevipennis,Slaty Vireo,灰蓝莺雀,灰藍綠鵙,シロアゴモズモドキ
PASSERIFORMES,Oriolidae,Turnagra tanagra,North Island Piopio,北岛鸫鹟,紐西蘭北島鶇鶲,キタニュージーランドツグミ
PASSERIFORMES,Oriolidae,Turnagra capensis,South Island Piopio,纽西兰鸫鹟,紐西蘭南島鶇鶲1908滅絕,ミナミニュージーランドツグミ
PASSERIFORMES,Oriolidae,Sphecotheres viridis,Green Figbird,绿裸眼鹂,綠裸眼鸝,チモールメガネコウライウグイス
PASSERIFORMES,Oriolidae,Sphecotheres hypoleucus,Wetar Figbird,白腹裸眼鹂,白腹裸眼鸝,ウェタルメガネコウライウグイス
PASSERIFORMES,Oriolidae,Sphecotheres vieilloti,Australasian Figbird,澳裸眼鹂,南方裸眼鸝,メガネコウライウグイス
PASSERIFORMES,Oriolidae,Pitohui kirhocephalus,Northern Variable Pitohui,杂色林鵙鹟,易變林鵙鶲,カワリモリモズ
PASSERIFORMES,Oriolidae,Pitohui cerviniventris,Raja Ampat Pitohui,褐头林鵙鹟,安帕特林鵙鶲,
PASSERIFORMES,Oriolidae,Pitohui uropygialis,Southern Variable Pitohui,棕背林鵙鹟,南方林鵙鶲,
PASSERIFORMES,Oriolidae,Pitohui dichrous,Hooded Pitohui,黑头林鵙鹟,黑頭林鵙鶲,ズグロモリモズ
PASSERIFORMES,Oriolidae,Oriolus isabellae,Isabela Oriole,淡色鹂,淡色黃鸝,ヒメコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus forsteni,Grey-collared Oriole,灰领鹂,西蘭島灰領黃鸝,セラムコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus bouroensis,Black-eared Oriole,黑耳鹂,布路島黑耳黃鸝,ブルコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus phaeochromus,Dusky-brown Oriole,暗褐鹂,哈馬赫拉黃鸝〔暗褐黃鸝〕,ハルマヘラコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus sagittatus,Olive-backed Oriole,绿背黄鹂,橄綠背黃鸝,シロハラコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus melanotis,Timor Oriole,绿褐鹂,帝汶黃鸝,チモールコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus finschi,Wetar Oriole,韦岛褐鹂,,
PASSERIFORMES,Oriolidae,Oriolus decipiens,Tanimbar Oriole,褐耳鹂,塔尼巴黃鸝,タニンバルコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus szalayi,Brown Oriole,褐鹂,褐色黃鸝,チャイロコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus flavocinctus,Green Oriole,绿鹂,綠黃鸝,キミドリコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus cruentus,Javan Oriole,爪哇黄鹂,緋胸黃鸝〔緋胸黑鸝〕,ヒムネスミゴロモ
PASSERIFORMES,Oriolidae,Oriolus consanguineus,Black-and-crimson Oriole,绯胸黄鹂,,
PASSERIFORMES,Oriolidae,Oriolus hosii,Black Oriole,黑鹂,黑鸝,スミゴロモ
PASSERIFORMES,Oriolidae,Oriolus traillii,Maroon Oriole,朱鹂,朱鸝,ヒゴロモ
PASSERIFORMES,Oriolidae,Oriolus mellianus,Silver Oriole,鹊色鹂,鵲鸝,ギンイロヒゴロモ
PASSERIFORMES,Oriolidae,Oriolus xanthornus,Black-hooded Oriole,黑头黄鹂,黑頭黃鸝,ズグロコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus xanthonotus,Dark-throated Oriole,黑喉黄鹂,黑喉黃鸝,ムナフコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus consobrinus,Ventriloquial Oriole,巴拉望黑喉黄鹂,,
PASSERIFORMES,Oriolidae,Oriolus steerii,Philippine Oriole,菲律宾黄鹂,菲律賓黃鸝,フィリピンコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus albiloris,White-lored Oriole,白眼先黄鹂,白眼黃鸝,ハナジロコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus chlorocephalus,Green-headed Oriole,绿头黄鹂,綠頭黃鸝,ミドリコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus brachyrynchus,Western Oriole,西非黑头黄鹂,西非黑頭黃鸝,キエリコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus crassirostris,Sao Tome Oriole,白腹黄鹂,白腹黃鸝,サントメコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus larvatus,Black-headed Oriole,东非黑头黄鹂,東非黑頭黃鸝,アフリカズキンコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus monacha,Ethiopian Oriole,黑头林黄鹂,黑頭林黃鸝,アビシニアコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus percivali,Mountain Oriole,山鹂,黑尾黃鸝,ズキンコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus nigripennis,Black-winged Oriole,黑翅黄鹂,黑翅黃鸝,ハグロコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus auratus,African Golden Oriole,非洲黄鹂,非洲黃鸝,アフリカコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus kundoo,Indian Golden Oriole,印度金黄鹂,印度黃鸝,インドコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus oriolus,Eurasian Golden Oriole,金黄鹂,金黃鸝,ニシコウライウグイス
PASSERIFORMES,Oriolidae,Oriolus chinensis,Black-naped Oriole,黑枕黄鹂,黃鸝〔黑枕黃鸝〕,コウライウグイス
PASSERIFORMES,Oriolidae,Oriolus tenuirostris,Slender-billed Oriole,细嘴黄鹂,細嘴黃鸝,ミナミコウライウグイス
PASSERIFORMES,Dicruridae,Dicrurus aeneus,Bronzed Drongo,古铜色卷尾,小卷尾〔古銅色卷尾〕,ヒメオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus remifer,Lesser Racket-tailed Drongo,小盘尾,小盤尾,ヒメカザリオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus annectens,Crow-billed Drongo,鸦嘴卷尾,鴉嘴卷尾,ハシブトオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus paradiseus,Greater Racket-tailed Drongo,大盘尾,大盤尾,カザリオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus lophorinus,Sri Lanka Drongo,斯里兰卡卷尾,斯里蘭卡卷尾,スリランカオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus andamanensis,Andaman Drongo,安达曼卷尾,安達曼卷尾,アンダマンオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus sumatranus,Sumatran Drongo,苏门答腊卷尾,蘇門答臘卷尾,スマトラオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus montanus,Sulawesi Drongo,苏拉卷尾,蘇拉威西卷尾,セレベスオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus bracteatus,Spangled Drongo,蓝点辉卷尾,耀輝卷尾,テリオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus megarhynchus,Paradise Drongo,绶带卷尾,新愛爾蘭島飾尾卷尾,フキナガシオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus hottentottus,Hair-crested Drongo,发冠卷尾,髮冠卷尾,カンムリオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus menagei,Tablas Drongo,塔岛卷尾,塔巴斯卷尾,タブラスオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus palawanensis,Palawan Drongo,巴拉望卷尾,,
PASSERIFORMES,Dicruridae,Dicrurus balicassius,Balicassiao,白胁卷尾,白脇卷尾,ヤハズカンムリオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus striatus,Short-tailed Drongo,短尾卷尾,,
PASSERIFORMES,Dicruridae,Dicrurus densus,Wallacean Drongo,华莱士卷尾,華勒西亞卷尾,ウォーレスオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus leucophaeus,Ashy Drongo,灰卷尾,灰卷尾,ハイイロオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus caerulescens,White-bellied Drongo,白腹卷尾,白腹卷尾,シロハラオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus waldenii,Mayotte Drongo,马约特卷尾,馬約特島卷尾,マヨットオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus forficatus,Crested Drongo,冠卷尾,馬達加斯加冠卷尾,マダガスカルオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus aldabranus,Aldabra Drongo,阿岛卷尾,亞達勃拉卷尾,アルダブラオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus fuscipennis,Grande Comore Drongo,科摩罗卷尾,大科摩羅島卷尾,コモロオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus modestus,Velvet-mantled Drongo,绒背卷尾,絨篷卷尾,ビロードオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus adsimilis,Fork-tailed Drongo,叉尾卷尾,叉尾卷尾,クロオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus macrocercus,Black Drongo,黑卷尾,大卷尾〔黑卷尾〕,オウチュウ
PASSERIFORMES,Dicruridae,Dicrurus ludwigii,Square-tailed Drongo,方尾卷尾,方尾卷尾,カクビオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus atripennis,Shining Drongo,辉卷尾,輝卷尾,テリハオウチュウ
PASSERIFORMES,Dicruridae,Dicrurus sharpei,Sharpe's Drongo,夏氏卷尾,,
PASSERIFORMES,Rhipiduridae,Rhipidura superciliaris,Mindanao Blue Fantail,蓝扇尾鹟,民答那峨藍扇尾鶲,アオオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura samarensis,Visayan Blue Fantail,北方蓝扇尾鹟,維沙揚藍扇尾鶲,ヴィサヤアオオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura cyaniceps,Blue-headed Fantail,蓝头扇尾鹟,藍頭扇尾鶲,ズアオオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura sauli,Tablas Fantail,塔岛扇尾鹟,塔伯拉斯藍頭扇尾鶲,タブラスオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura albiventris,Visayan Fantail,白腹蓝头扇尾鹟,維沙揚藍頭扇尾鶲,ヴィサヤオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura albicollis,White-throated Fantail,白喉扇尾鹟,白喉扇尾鶲,ノドジロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura albogularis,White-spotted Fantail,白点扇尾鹟,斑胸扇尾鶲,ムナボシオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura euryura,White-bellied Fantail,白腹扇尾鹟,白腹扇尾鶲,シロハラオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura aureola,White-browed Fantail,白眉扇尾鹟,白眉扇尾鶲,マミジロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura javanica,Malaysian Pied Fantail,斑扇尾鹟,斑扇尾鶲,ムナオビオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura nigritorquis,Philippine Pied Fantail,菲律宾斑扇尾鹟,菲律賓斑扇尾鶲,フィリピンオビオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura perlata,Spotted Fantail,珠点扇尾鹟,珠點扇尾鶲,シロボシオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura leucophrys,Willie Wagtail,黑白扇尾鹟,鶺鴒扇尾鶲,ヨコフリオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura diluta,Brown-capped Fantail,褐冠扇尾鹟,褐頂扇尾鶲,チャボウシオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura fuscorufa,Cinnamon-tailed Fantail,栗尾扇尾鹟,褐尾扇尾鶲,シナモンオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura rufiventris,Northern Fantail,北扇尾鹟,北方白喉扇尾鶲,ムナフオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura kordensis,Biak Fantail,比岛扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura cockerelli,White-winged Fantail,白翅扇尾鹟,白翅扇尾鶲,ソロモンオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura coultasi,White-gorgeted Fantail,白喉纹胸扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura threnothorax,Sooty Thicket Fantail,乌黑扇尾鹟,煤黑藪扇尾鶲,ヤブオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura maculipectus,Black Thicket Fantail,黑薮扇尾鹟,黑藪扇尾鶲,クロヤブオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura leucothorax,White-bellied Thicket Fantail,白胸扇尾鹟,白腹藪扇尾鶲,ムナジロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura atra,Black Fantail,黑扇尾鹟,黑扇尾鶲,クロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura hyperythra,Chestnut-bellied Fantail,栗腹扇尾鹟,栗腹扇尾鶲,チャバラオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura albolimbata,Friendly Fantail,睦扇尾鹟,友善扇尾鶲,ミヤマオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura albiscapa,Grey Fantail,灰扇尾鹟,灰扇尾鶲,ハイイロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura fuliginosa,New Zealand Fantail,新西兰灰扇尾鹟,紐西蘭扇尾鶲,ニュージーランドオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura phasiana,Mangrove Fantail,红树扇尾鹟,紅樹扇尾鶲,マングローブオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura drownei,Bougainville Fantail,山扇尾鹟,山扇尾鶲,ガダルカナルオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura ocularis,Guadalcanal Fantail,瓜岛扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura tenebrosa,Makira Fantail,暗色扇尾鹟,暗色扇尾鶲,ウスグロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura rennelliana,Rennell Fantail,伦纳扇尾鹟,連內爾扇尾鶲,レンネルオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura verreauxi,New Caledonian Streaked Fantail,点胸扇尾鹟,點胸扇尾鶲,タテフオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura spilodera,Vanuatu Streaked Fantail,瓦努阿图点胸扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura layardi,Fiji Streaked Fantail,斐济点胸扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura personata,Kadavu Fantail,坎大扇尾鹟,坎達扇尾鶲,クビワオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura nebulosa,Samoan Fantail,萨摩扇尾鹟,薩摩亞扇尾鶲,サモアオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura phoenicura,Rufous-tailed Fantail,红尾扇尾鹟,紅尾扇尾鶲,アカオオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura nigrocinnamomea,Black-and-cinnamon Fantail,黑桂扇尾鹟,黑桂紅扇尾鶲,ムナグロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura brachyrhyncha,Dimorphic Fantail,棕色扇尾鹟,棕色扇尾鶲,カワリオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura lepida,Palau Fantail,帕劳扇尾鹟,帛琉扇尾鶲,アカオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura dedemi,Streak-breasted Fantail,特尼扇尾鹟,紋胸扇尾鶲,セラムオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura superflua,Tawny-backed Fantail,茶背扇尾鹟,摩鹿加扇尾鶲,ブルオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura teysmanni,Sulawesi Fantail,锈腹扇尾鹟,紅腹扇尾鶲,セレベスオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura habibiei,Peleng Fantail,珀伦扇尾鹟,,ペレンオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura sulaensis,Taliabu Fantail,塔利亚布岛扇尾鹟,,タリアブオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura opistherythra,Long-tailed Fantail,红背扇尾鹟,長尾扇尾鶲,タニンバルオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura rufidorsa,Rufous-backed Fantail,灰胸扇尾鹟,褐背扇尾鶲,セアカオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura dahli,Bismarck Fantail,岛扇尾鹟,俾斯麥群島扇尾鶲,ビスマルクオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura matthiae,Mussau Fantail,穆绍岛扇尾鹟,馬休扇尾鶲,シロビタイオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura malaitae,Malaita Fantail,马莱扇尾鹟,馬雷塔扇尾鶲,マライタオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura semirubra,Manus Fantail,曼岛扇尾鹟,極樂扇尾鶲,マヌスオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura dryas,Arafura Fantail,杂色扇尾鹟,阿拉夫拉扇尾鶲,オジロオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura semicollaris,Supertramp Fantail,褐背扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura torrida,Gilolo Fantail,摩鹿加扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura rufifrons,Australian Rufous Fantail,棕额扇尾鹟,棕額扇尾鶲,オウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura kubaryi,Pohnpei Fantail,波岛扇尾鹟,浦恩北扇尾鶲,ポナペオウギビタキ
PASSERIFORMES,Rhipiduridae,Rhipidura louisiadensis,Louisiade Fantail,路易扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura melanolaema,Santa Cruz Fantail,圣岛扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura versicolor,Micronesian Rufous Fantail,密岛扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Rhipidura rufofronta,Solomons Rufous Fantail,所罗门扇尾鹟,,
PASSERIFORMES,Rhipiduridae,Chaetorhynchus papuensis,Drongo Fantail,须嘴扇尾鹟,侏卷尾,パプアオウチュウ
PASSERIFORMES,Rhipiduridae,Eutrichomyias rowleyi,Cerulean Flycatcher,仙蓝王鹟,靛藍綬帶,バンガイヒタキ
PASSERIFORMES,Rhipiduridae,Lamprolia klinesmithi,Natewa Silktail,小丝尾阔嘴鹟,,ナテワビロードムシクイ
PASSERIFORMES,Rhipiduridae,Lamprolia victoriae,Taveuni Silktail,丝尾阔嘴鹟,絲尾鶯,ビロードムシクイ
PASSERIFORMES,Monarchidae,Hypothymis azurea,Black-naped Monarch,黑枕王鹟,黑枕藍鶲〔黑枕王鶲〕,クロエリヒタキ
PASSERIFORMES,Monarchidae,Hypothymis puella,Pale-blue Monarch,灰蓝王鹟,淡藍王鶲,セレベスフジイロヒタキ
PASSERIFORMES,Monarchidae,Hypothymis helenae,Short-crested Monarch,短冠王鹟,短冠藍王鶲,フジイロヒタキ
PASSERIFORMES,Monarchidae,Hypothymis coelestis,Celestial Monarch,仙王鹟,仙藍王鶲,エボシフジイロヒタキ
PASSERIFORMES,Monarchidae,Trochocercus cyanomelas,Blue-mantled Crested Flycatcher,非洲凤头鹟,南非鳳頭鶲,カンムリヒタキ
PASSERIFORMES,Monarchidae,Trochocercus nitens,Blue-headed Crested Flycatcher,蓝头凤头鹟,藍頭鳳頭鶲,アオカンムリヒタキ
PASSERIFORMES,Monarchidae,Terpsiphone bedfordi,Bedford's Paradise Flycatcher,贝氏寿带,貝德氏綬帶,ミヤマサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone rufocinerea,Rufous-vented Paradise Flycatcher,棕臀寿带,棕臀綬帶,クロハラサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone rufiventer,Red-bellied Paradise Flycatcher,红腹寿带,黑頭紅腹綬帶,アカハラサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone smithii,Annobon Paradise Flycatcher,安诺寿带,紅腹綬帶,アノボンサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone batesi,Bates's Paradise Flycatcher,巴氏寿带,貝慈氏綬帶,ベイツサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone viridis,African Paradise Flycatcher,非洲寿带,非洲綬帶,アフリカサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone paradisi,Indian Paradise Flycatcher,印度寿带,印度綬帶,カワリサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone affinis,Blyth's Paradise Flycatcher,中南寿带,布來氏綬帶,ブライスサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone floris,Tenggara Paradise Flycatcher,东南寿带,,
PASSERIFORMES,Monarchidae,Terpsiphone incei,Amur Paradise Flycatcher,寿带,阿穆爾綬帶,アムールサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone atrocaudata,Black Paradise Flycatcher,紫寿带,紫綬帶〔日本綬帶〕,サンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone cyanescens,Blue Paradise Flycatcher,蓝寿带,藍綬帶,アオサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone cinnamomea,Rufous Paradise Flycatcher,棕寿带,棕綬帶,アカサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone atrochalybeia,Sao Tome Paradise Flycatcher,圣多美寿带,聖多美綬帶,サントメサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone mutata,Malagasy Paradise Flycatcher,马岛寿带,馬達加斯加綬帶,マダガスカルサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone corvina,Seychelles Paradise Flycatcher,塞舌尔寿带,塞席爾綬帶,セーシェルサンコウチョウ
PASSERIFORMES,Monarchidae,Terpsiphone bourbonnensis,Mascarene Paradise Flycatcher,毛里求斯寿带,馬斯卡拉林綬帶,マスカリンサンコウチョウ
PASSERIFORMES,Monarchidae,Chasiempis sclateri,Kauai Elepaio,考岛蚋鹟,凱島蚋鶲,カウアイヒタキ
PASSERIFORMES,Monarchidae,Chasiempis ibidis,Oahu Elepaio,檀香山蚋鹟,歐胡島蚋鶲,オアフヒタキ
PASSERIFORMES,Monarchidae,Chasiempis sandwichensis,Hawaii Elepaio,蚋鹟,夏威夷島蚋鶲,ハワイヒタキ
PASSERIFORMES,Monarchidae,Pomarea dimidiata,Rarotonga Monarch,白腹果鹟,拉洛東加島果鶲,ラロトンガヒタキ
PASSERIFORMES,Monarchidae,Pomarea nigra,Tahiti Monarch,黑腹果鹟,黑腹果鶲,タヒチヒタキ
PASSERIFORMES,Monarchidae,Pomarea maupitiensis,Maupiti Monarch,莫岛果鹟,茂匹堤島果鶲,マウピティヒタキ
PASSERIFORMES,Monarchidae,Pomarea mendozae,Marquesan Monarch,马克果鹟,馬克沙斯果鶲,マルケサスヒタキ
